"फरीदाबाद का नाम किसके कारण पड़ा था", "संत फरीद", "फरीद शाह", "फकीर फरीद", "राजा फरीद", "संत फरीद"
"किस संत के नाम पर फरीदाबाद शहर का नामकरण किया गया है", "संत फरीद", "गुरु फरीद", "बाबा फरीद", "मुनि फरीद", "संत फरीद"
"महेन्द्रगढ़ का नाम किसके कारण पड़ा था", "पटियाला के राजा महेन्द्र", "महाराजा महेंद्र", "सम्राट महेंद्र", "राजा महेंद्र सिंह", "पटियाला के राजा महेन्द्र"
"पटियाला के किस राजा के नाम पर महेंद्रगढ़ का नाम रखा गया है", "राजा महेन्द्र", "महाराजा रणजीत सिंह", "राजा भूपिंदर सिंह", "राजा बलबीर सिंह", "राजा महेन्द्र"
"पलवल का नाम किसके कारण पड़ा था", "पुलक्बासुर की राजधानी के कारण", "पुलवल राजा", "पलवल ऋषि", "पुलक ऋषि", "पुलक्बासुर की राजधानी के कारण"
"किसकी राजधानी होने के कारण पलवल शहर का नाम पलवल पड़ा", "पुलक्बासुर", "पुलक ऋषि", "राजा पुलक", "पुलक वर्मा", "पुलक्बासुर"
"मेवात का नाम किसके कारण पड़ा था", "मेव जाति अधिक होने के कारण", "मेव राजा", "मेव ऋषि", "मेवार वंश", "मेव जाति अधिक होने के कारण"
"किस जाति की अधिकता के कारण मेवात क्षेत्र का नामकरण हुआ", "मेव जाति", "गुर्जर जाति", "जाट जाति", "राजपूत जाति", "मेव जाति"
"रेवाड़ी का नाम किसके कारण पड़ा था", "बलराम की पत्नी रेवती के कारण", "राजा रेवा", "रेवती देवी", "रानी रेवा", "बलराम की पत्नी रेवती के कारण"
"भगवान बलराम की किस पत्नी के नाम पर रेवाड़ी शहर का नाम रखा गया है", "रेवती", "राधा", "रुक्मिणी", "सत्यभामा", "रेवती"
"जींद का नाम किसके कारण पड़ा था", "जयंती देवी के कारण", "जयंत राजा", "जया देवी", "जयंती माता", "जयंती देवी के कारण"
"किस देवी के नाम पर जींद शहर का नामकरण हुआ है", "जयंती देवी", "दुर्गा देवी", "सरस्वती देवी", "लक्ष्मी देवी", "जयंती देवी"
"रोहतक का नाम किसके कारण पड़ा था", "तारावती रानी के पुत्रों रोहताश के कारण", "राजा रोहताश", "ऋषि रोहताश", "वीर रोहताश", "तारावती रानी के पुत्रों रोहताश के कारण"
"तारावती रानी के किस पुत्र के नाम पर रोहतक का नामकरण हुआ है", "रोहताश", "रोहित", "रोहन", "रोमांच", "रोहताश"
"झज्जर का नाम किसके कारण पड़ा था", "किसान छज्जू राम के कारण", "राजा झज्जू", "ऋषि झज्जू", "झज्जर सिंह", "किसान छज्जू राम के कारण"
"किस किसान के नाम पर झज्जर शहर का नाम रखा गया है", "छज्जू राम", "लालू राम", "बीरबल राम", "श्याम राम", "छज्जू राम"
"गुरुग्राम का नाम किसके कारण पड़ा था", "गुरु द्रोणाचार्य के कारण", "गुरु गोविंद सिंह", "गुरु नानक देव", "गुरु तेग बहादुर", "गुरु द्रोणाचार्य के कारण"
"किस प्रसिद्ध गुरु के नाम पर गुरुग्राम शहर का नामकरण किया गया है", "गुरु द्रोणाचार्य", "गुरु वशिष्ठ", "गुरु विश्वामित्र", "गुरु परशुराम", "गुरु द्रोणाचार्य"
"कुरुक्षेत्र का नाम किसके कारण पड़ा था", "राजा कुरु व कौरवों के कारण", "राजा कृष्ण", "राजा भरत", "राजा राम", "राजा कुरु व कौरवों के कारण"
"राजा कुरु और कौरवों के कारण किस शहर का नाम कुरुक्षेत्र पड़ा", "कुरुक्षेत्र", "पानीपत", "हिसार", "करनाल", "कुरुक्षेत्र"
"चरखी दादरी का नाम किसके कारण पड़ा था", "दादुर मेढ़क (यह एक झील थी जहाँ मेढ़क ज्यादा रहते थे)", "दादुर ऋषि", "दादुर राजा", "दादरी गाँव", "दादुर मेढ़क (यह एक झील थी जहाँ मेढ़क ज्यादा रहते थे)"
"किस जीव की अधिकता वाली झील के कारण चरखी दादरी का नामकरण हुआ", "मेढ़क", "मछली", "कछुआ", "साँप", "मेढ़क"
"भिवानी का नाम किसके कारण पड़ा था", "राणा नीम सिंह की पत्नी बानी के कारण", "भिवानी देवी", "भवानी माता", "राजा भवानी", "राणा नीम सिंह की पत्नी बानी के कारण"
"राणा नीम सिंह की किस पत्नी के नाम पर भिवानी शहर का नाम रखा गया है", "बानी", "भवानी", "वाणी", "कानी", "बानी"
"सिरसा का नाम किसके कारण पड़ा था", "शिरिष वनों की अधिकता के कारण", "राजा शिरिष", "शिरिष देवी", "ऋषि शिरिष", "शिरिष वनों की अधिकता के कारण"
"किस प्रकार के वनों की अधिकता के कारण सिरसा का नामकरण हुआ", "शिरिष वन", "बबूल वन", "बरगद वन", "पीपल वन", "शिरिष वन"
"फतेहाबाद का नाम किसके नाम पर पड़ा था", "फिरोजशाह तुगलक के पुत्र फतेह सिंह", "राजा फतेह सिंह", "सम्राट फतेह", "फतेह बहादुर", "फिरोजशाह तुगलक के पुत्र फतेह सिंह"
"फिरोजशाह तुगलक के किस पुत्र के नाम पर फतेहाबाद का नामकरण हुआ है", "फतेह सिंह", "मोहम्मद सिंह", "जलालुद्दीन सिंह", "अलाउद्दीन सिंह", "फतेह सिंह"
"हिसार का नाम किसके कारण पड़ा था", "गेटों के कारण (लाहोरी गेट, नागौरी गेट, मोरी गेट, तलाकी गेट)", "हिसार राजा", "हिस्सा गेट", "हिसार किला", "गेटों के कारण (लाहोरी गेट, नागौरी गेट, मोरी गेट, तलाकी गेट)"
"हिसार शहर का नामकरण किन चार गेटों के कारण हुआ है", "लाहोरी गेट, नागौरी गेट, मोरी गेट, तलाकी गेट", "दिल्ली गेट, कश्मीरी गेट, अजमेरी गेट, पानीपत गेट", "लाल गेट, काला गेट, हरा गेट, पीला गेट", "उत्तर गेट, दक्षिण गेट, पूरब गेट, पश्चिम गेट", "लाहोरी गेट, नागौरी गेट, मोरी गेट, तलाकी गेट"
"कैथल का नाम किसके कारण पड़ा था", "कपिल मुनि ऋषि और हनुमान जी की जन्म स्थली के कारण", "कैथल राजा", "केतकी देवी", "कौशल ऋषि", "कपिल मुनि ऋषि और हनुमान जी की जन्म स्थली के कारण"
"किस ऋषि और देवता की जन्म स्थली होने के कारण कैथल का नामकरण हुआ है", "कपिल मुनि ऋषि और हनुमान जी", "विश्वामित्र ऋषि और राम जी", "वशिष्ठ ऋषि और कृष्ण जी", "गौतम ऋषि और शिव जी", "कपिल मुनि ऋषि और हनुमान जी"
"पंचकुला का नाम किसके नाम पर पड़ा था", "पांच झरनों के नाम पर", "पांच राजा", "पांच नदियों", "पांच पहाड़ियों", "पांच झरनों के नाम पर"
"कितने झरनों के नाम पर पंचकुला शहर का नाम रखा गया है", "पांच", "चार", "छह", "सात", "पांच"
"करनाल का नाम किसके नाम पर पड़ा था", "राजा कर्ण", "राजा कृष्ण", "राजा विक्रमादित्य", "राजा हरीशचंद्र", "राजा कर्ण"
"किस पौराणिक राजा के नाम पर करनाल शहर का नामकरण हुआ है", "राजा कर्ण", "राजा युधिष्ठिर", "राजा अर्जुन", "राजा भीम", "राजा कर्ण"
"सोनीपत का नाम किसके नाम पर पड़ा था", "श्रवण कुमार", "सोहन लाल", "सोना देवी", "सोनू", "श्रवण कुमार"
"श्रवण कुमार के नाम पर किस शहर का नामकरण किया गया है", "सोनीपत", "पानीपत", "करनाल", "रेवाड़ी", "श्रवण कुमार"
"अंबाला का नाम किसके कारण पड़ा था", "आमों की अधिकता के कारण, अंबालिका व माँ अम्बे भवानी के नाम पर", "अंबा राजा", "अंबा देवी", "अंबिका माता", "आमों की अधिकता के कारण, अंबालिका व माँ अम्बे भवानी के नाम पर"
"अंबाला शहर का नामकरण किन कारणों से हुआ है", "आमों की अधिकता, अंबालिका व माँ अम्बे भवानी के नाम पर", "केवल आमों की अधिकता", "केवल अंबालिका के नाम पर", "केवल माँ अम्बे भवानी के नाम पर", "आमों की अधिकता, अंबालिका व माँ अम्बे भवानी के नाम पर"